Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US 9901779 B2,2/29/2024,Zhang; Xinwen et al.,"['WATER', 'FILTRATION', 'SYSTEM']",United States,de,water filtration system
US 9901713 B2,2/29/2024,Zhang; Xinwen et al.,"['Water', 'filtration', 'pump', 'filter', 'cartridges']",United States,en,water filtration pump disposable filter cartridges
US 9901648 B2,2/29/2024,Zhang; Xinwen et al.,"['Water', 'filtration', 'module']",United States,en,water filtration module
US 9901616 B2,2/29/2024,Zhang; Xinwen et al.,"['WATER', 'FILTRATION', 'METHODS', 'AND', 'SYSTEMS']",United States,de,water filtration methods and systems
US 9901445 B2,2/29/2024,Zhang; Xinsheng et al.,"['WATER', 'FILTRATION', 'KETTLE', 'WITH', 'A', 'STERILIZATION', 'FUNCTION']",United States,de,water filtration kettle with a sterilization function
US 9901064 B1,2/29/2024,Zhang; Xinjie et al.,"['WATER', 'FILTRATION', 'DEVICE', 'WITH', 'SEQUENTIAL', 'BACKWASH', 'AND', 'METHOD', 'OF', 'ITS', 'OPERATION']",United States,de,water filtration device with sequential backwash and method of its operation
US 9901063 B1,2/29/2024,Zhang; Xingzhi et al.,"['Water', 'Filtration', 'Device', 'Production', 'Medical', 'Grade', 'Water', 'Injection']",United States,en,water filtration device production medical grade water injection
US 9901058 B1,2/29/2024,Zhang; Xingzhi et al.,"['Water', 'filtration', 'device', 'media']",United States,en,water filtration device employing far infrared media
US 9900287 B1,2/29/2024,Zhang; Xingzhi et al.,"['Water', 'Filtration', 'Device', 'Filter', 'Therefor']",United States,en,water filtration device filter therefor
US 9900206 B2,2/29/2024,Zhang; Xingzhi et al.,"['Water', 'Filtration', 'Device']",United States,en,water filtration device
US 9900072 B2,2/29/2024,Zhang; Xingqi et al.,"['Water', 'Filtration', 'Device']",United States,en,water filtration device
US 9899560 B2,2/29/2024,Zhang; Xingming,"['Water', 'filtration', 'apparatus', 'process']",United States,en,water filtration apparatus process
US 9899111 B2,2/29/2024,Zhang; Xingming,"['WATER', 'FILTRATION', 'AND', 'TREATMENT', 'SYSTEMS', 'AND', 'METHODS']",United States,de,water filtration and treatment systems and methods
US 9899110 B2,2/29/2024,Zhang; Xin et al.,"['WATER', 'FILTRATION', 'AND', 'SEWAGE', 'SYSTEM']",United States,de,water filtration and sewage system
US 9898928 B1,2/29/2024,Zhang; Xin et al.,"['Water', 'Filtration', 'Purification', 'System', 'Method']",United States,en,water filtration purification system method
US 9898715 B2,2/29/2024,Zhang; Xin,"['WATER', 'FILTRATION', 'AND', 'FLAVOR', 'ADDITIVE', 'DEVICE']",United States,de,water filtration and flavor additive device
US 9898624 B2,2/29/2024,Zhang; Ximo et al.,"['WATER', 'FILTRATION', 'AND', 'AERATION', 'UNIT']",United States,de,water filtration and aeration unit
US 9898457 B1,2/29/2024,Zhang; Ximo,"['WATER', 'FILTRATION']",United States,de,water filtration
US 9898213 B2,2/29/2024,Zhang; Xiaozhou et al.,"['Water', 'filters', 'processes']",United States,en,water filters processes using
US 9898039 B2,2/29/2024,Zhang; Xiaowei et al.,"['Water', 'filters', 'methods', 'carbon', 'particles', 'surface', 'carbon', 'nanofilaments']",United States,en,water filters methods incorporating activated carbon particles surface carbon nanofilaments
US 9898005 B2,2/29/2024,Zhang; Xiaolong et al.,"['Water', 'filtering', 'device']",United States,en,water filtering device
US 9897642 B1,2/29/2024,Zhang; Xiaoliu et al.,"['WATER', 'FILTERING', 'DEVICE']",United States,de,water filtering device
US 9897556 B2,2/29/2024,Zhang; Xiaoliu et al.,"['Water', 'filtering', 'apparatus']",United States,en,water filtering apparatus
US 9897213 B2,2/27/2024,Zhang; Xiaoliu et al.,"['Water', 'filtering', 'purifying', 'apparatus']",United States,en,water filtering purifying apparatus
US 9897165 B2,2/27/2024,Zhang; Xiaoliu et al.,"['WATER', 'FILTER-PITCHER']",United States,de,water filter-pitcher
US 9897155 B2,2/27/2024,Zhang; Xiaoliu et al.,"['Water', 'Filter', 'Inwardly', 'Sloping', 'Top']",United States,en,water filter inwardly sloping top
US 9897117 B2,2/27/2024,Zhang; Xiaokui et al.,"['Water', 'Filter', 'Inwardly', 'Sloping', 'Top']",United States,en,water filter inwardly sloping top
US 9896859 B2,2/27/2024,Zhang; Xiaokui et al.,"['Water', 'filter', 'replacement', 'indicator']",United States,en,water filter replacement indicator
US 9896713 B2,2/27/2024,Zhang; Xiaokui et al.,"['Water', 'Filter', 'Pitcher', 'Meter']",United States,de,water filter pitcher meter
US 9896588 B2,2/27/2024,Zhang; Xiaokui et al.,"['Water', 'filter', 'materials', 'water', 'filters', 'kits', 'silver', 'particles', 'processes']",United States,en,water filter materials water filters kits containing silver coated particles processes using
US 9896464 B2,2/27/2024,Zhang; Xiaokui et al.,"['Water', 'filter', 'materials', 'water', 'filters', 'kits', 'particles', 'polymer', 'processes']",United States,en,water filter materials water filters kits containing particles coated cationic polymer processes using
US 9896437 B2,2/27/2024,Zhang; Xiaojun et al.,"['Water', 'filter', 'materials', 'water', 'filters', 'mixture', 'carbon', 'particles']",United States,en,water filter materials water filters containing mixture microporous mesoporous carbon particles
US 9896418 B2,2/27/2024,Zhang; Xiaojun et al.,"['Water', 'filter', 'materials', 'water', 'filters', 'mixture', 'carbon', 'particles']",United States,en,water filter materials water filters containing mixture microporous mesoporous carbon particles
US 9896417 B2,2/27/2024,Zhang; Xiaojing et al.,"['Water', 'filter', 'materials', 'water', 'filters', 'processes']",United States,en,water filter materials water filters processes using
US 9896338 B1,2/27/2024,Zhang; Xiaohui et al.,"['Water', 'filter', 'layers', 'carbon', 'layer']",United States,en,water filter zeolite layers activated carbon layer
US 9896106 B1,2/27/2024,Zhang; Xiaohu et al.,"['WATER', 'FILTER', 'DEVICE', 'FOR', 'USE', 'WITH', 'INDIVIDUAL', 'CONTAINERS']",United States,en,water filter device use individual containers
US 9896105 B2,2/27/2024,Zhang; Xiaohu et al.,"['Water', 'filter', 'device']",United States,en,water filter device
US 9896054 B2,2/27/2024,Zhang; Xiaohong et al.,"['Water', 'filter', 'cartridge', 'end-of-life', 'mechanism']",United States,en,water filter cartridge end-of-life mechanism
US 9895724 B2,2/27/2024,Zhang; Xiaohan et al.,"['Water', 'filter', 'cartridge']",United States,en,water filter cartridge
US 9895673 B2,2/27/2024,Zhang; Xiaoguang et al.,"['WATER', 'FILTER', 'CARTRIDGE']",United States,en,water filter cartridge
US 9895571 B2,2/27/2024,Zhang; Xiaodong et al.,"['Water', 'filter', 'cartridge']",United States,en,water filter cartridge
US 9895485 B1,2/27/2024,Zhang; Xiaodong et al.,"['Water', 'filter', 'bottle']",United States,no,water filter bottle
US 9895479 B2,2/27/2024,Zhang; Xiao et al.,"['Water', 'filter', 'assembly', 'filter', 'cartridge', 'use', 'therewith']",United States,en,water filter assembly filter cartridge use therewith
US 9895200 B2,2/27/2024,Zhang; Xiangyu et al.,"['WATER', 'FILTER', 'ASSEMBLY']",United States,de,water filter assembly
US 9894874 B1,2/27/2024,Zhang; Xiangyu et al.,"['Water', 'filter', 'production', 'method', 'therefor']",United States,en,water filter production method therefor
US 9894873 B1,2/27/2024,Zhang; Xianguo et al.,"['WATER', 'FILTER', 'AND', 'FILTER', 'CARTRIDGE']",United States,de,water filter and filter cartridge
US 9894872 B1,2/27/2024,Zhang; Xiangping et al.,"['Water', 'filter', 'dispenser', 'system']",United States,da,water filter and dispenser system
US 9894871 B1,2/27/2024,Zhang; Xiangming et al.,"['Water', 'filter']",United States,no,water filter
US 9894870 B1,2/27/2024,Zhang; Xiang et al.,"['Water', 'filter']",United States,no,water filter
US 9894869 B1,2/27/2024,Zhang; Xian-feng et al.,"['Water', 'filter']",United States,no,water filter
US 9894868 B1,2/27/2024,Zhang; Xian'an et al.,"['Water', 'Filter']",United States,de,water filter
US 9894867 B1,2/27/2024,Zhang; Xian'an et al.,"['WATER', 'FILTER']",United States,de,water filter
US 9894866 B1,2/27/2024,Zhang; Xialing,"['WATER', 'FILTER']",United States,de,water filter
US 9894865 B1,2/27/2024,Zhang; Xi et al.,"['Water', 'Filter']",United States,de,water filter
US 9894864 B1,2/27/2024,Zhang; Xi et al.,"['Water', 'Extraction', 'System', 'Dwellings']",United States,en,water extraction system dwellings
US 9894863 B1,2/27/2024,Zhang; Xi-Cheng et al.,"['Water', 'extraction', 'method', 'apparatus']",United States,en,water extraction method apparatus
US 9894088 B2,2/27/2024,Zhang; Wujie et al.,"['Water', 'microcapsules', 'carbon', 'carbon', 'materials']",United States,en,water extractable microcapsules activated carbon super activated carbon adsorptive reactive materials
US 9894085 B1,2/27/2024,Zhang; Wenzheng et al.,"['WATER', 'ENHANCEMENT', 'SYSTEM']",United States,de,water enhancement system
US 9893559 B2,2/27/2024,Zhang; Wenyu et al.,"['WATER', 'ENHANCED', 'IONIC', 'LIQUID', 'ELECTROLYTES', 'FOR', 'METAL-AIR', 'BATTERIES']",United States,de,water enhanced ionic liquid electrolytes for metal-air batteries
US 9892578 B1,2/27/2024,Zhang; Wenwu et al.,"['Water', 'emulsions', 'Fischer-Tropsch', 'waxes']",United States,en,water emulsions fischer-tropsch waxes
US 9892398 B2,2/27/2024,Zhang; Wenwu et al.,"['Water', 'emulsions', 'Fischer-Tropsch', 'liquids', 'LAW516']",United States,en,water emulsions fischer-tropsch liquids law516
US 9892256 B1,2/27/2024,Zhang; Wenwu,"['Water', 'electrolysis', 'method', 'device', 'determination', 'hydrogen', 'oxygen', 'isotopic', 'composition']",United States,en,water electrolysis method device determination hydrogen oxygen stable isotopic composition
US 9891296 B2,2/27/2024,Zhang; Wenwei et al.,"['WATER', 'ELECTROLYSIS', 'APPARATUS', 'AND', 'STERILIZATION/CLEANING', 'METHOD', 'AND', 'METHOD', 'FOR', 'DECOMPOSING/REMOVING', 'HARMFUL', 'SUBSTANCE', 'EACH', 'USING', 'WATER', 'ELECTROLYSIS', 'APPARATUS']",United States,de,water electrolysis apparatus and sterilization cleaning method and method for decomposing removing harmful substance each using water electrolysis apparatus
US 9891145 B1,2/27/2024,Zhang; Wentao et al.,"['WATER', 'DROPLET', 'SENSING', 'SYSTEMS', 'AND', 'METHODS']",United States,de,water droplet sensing systems and methods
US 9891060 B2,2/22/2024,Zhang; Wenming et al.,"['WATER', 'DRAINING', 'SPANDREL', 'ASSEMBLY', 'AND', 'INSULATED', 'PANEL', 'WINDOW', 'WALLS']",United States,de,water draining spandrel assembly and insulated panel window walls
US 9890885 B2,2/22/2024,Zhang; Wenming et al.,"['Water', 'Distribution', 'System', 'Dual', 'Use', 'Water', 'Treatment', 'Unit']",United States,en,water distribution system dual use water treatment unit
US 9890674 B2,2/22/2024,Zhang; Wenming et al.,"['Water', 'distribution', 'control', 'system', 'cooling', 'pad', 'installation']",United States,en,water distribution return control system evaporative cooling pad installation
US 9890637 B2,2/22/2024,Zhang; Wenming et al.,"['WATER', 'DISTILLER', 'AND', 'COOLER', 'UNIT']",United States,de,water distiller and cooler unit
US 9890428 B2,2/22/2024,Zhang; Wenming,"['Water', 'distiller']",United States,da,water distiller
US 9890334 B2,2/22/2024,Zhang; Wenming,"['Water', 'distiller']",United States,da,water distiller
US 9889730 B2,2/22/2024,Zhang; Wenming,"['Water', 'Distillation', 'Apparatus', 'Method', 'System']",United States,en,water distillation apparatus method system
US 9889494 B2,2/22/2024,Zhang; Wenming,"['Water', 'Distillation', 'Apparatus', 'Method', 'System']",United States,en,water distillation apparatus method system
US 9889361 B2,2/22/2024,Zhang; Wenjun et al.,"['Water', 'Distillation', 'Apparatus', 'Method', 'System']",United States,en,water distillation apparatus method system
US 9889221 B1,2/22/2024,Zhang; Wenjun et al.,"['Water', 'Distillation', 'Apparatus', 'Method', 'System']",United States,en,water distillation apparatus method system
US 9889188 B1,2/22/2024,Zhang; Wenjun et al.,"['Water', 'distillation', 'apparatus', 'operation']",United States,en,water distillation apparatus under-the-sink operation
US 9889184 B2,2/22/2024,Zhang; Wenjun et al.,"['WATER', 'DISSIPATION', 'DEVICE', 'WITH', 'CAPILLARY', 'ACTION']",United States,so,water dissipation device with capillary action
US 9889085 B1,2/22/2024,Zhang; Wenjun et al.,"['Water', 'Dissipation', 'Device', 'Method']",United States,en,water dissipation device method
US 9888816 B1,2/22/2024,Zhang; Wenjun et al.,"['Water', 'display', 'system', 'light', 'source']",United States,en,water display system germicidal light source
US 9888675 B2,2/22/2024,Zhang; WenJun et al.,"['Water', 'starch', 'form', 'modification', 'agents']",United States,en,water dispersible starch based physical form modification agricultural agents
US 9888661 B1,2/22/2024,Zhang; Wen et al.,"['Water', 'film']",United States,da,water dispersible film
US 9888660 B1,2/22/2024,Zhang; Wen et al.,"['WATER', 'DISPERSIBLE', 'ASSAYS']",United States,so,water dispersible assays
US 9888659 B1,2/22/2024,Zhang; Weizhou et al.,"['WATER', 'DISPENSING', 'APPARATUS', 'CONTROL', 'METHOD', 'OF', 'WATER', 'DISPENSING', 'APPARATUS']",United States,de,water dispensing apparatus control method of water dispensing apparatus
US 9888658 B1,2/22/2024,Zhang; Weiping et al.,"['Water', 'apparatus', 'integrity', 'system']",United States,en,water dispensing apparatus filter integrity testing system
US 9888657 B1,2/22/2024,Zhang; Weiping,"['WATER', 'DISPENSER', 'SYSTEM']",United States,de,water dispenser system
US 9888656 B1,2/22/2024,Zhang; Weiping,"['WATER', 'DISPENSER', 'FOR', 'PETS']",United States,de,water dispenser for pets
US 9888655 B1,2/22/2024,Zhang; Weiming,"['Water', 'dispenser']",United States,af,water dispenser
US 9888654 B1,2/22/2024,Zhang; Weiming,"['Water', 'cleansing', 'wipes']",United States,en,water disintegratable cleansing wipes
US 9888653 B1,2/22/2024,Zhang; Weidong et al.,"['Water', 'Disinfection', 'Using', 'Deep', 'Ultraviolet', 'Light']",United States,en,water disinfection using deep ultraviolet light
US 9888652 B1,2/22/2024,Zhang; Weidong et al.,"['Water', 'disinfection', 'system', 'method']",United States,en,water disinfection system method
US 9888651 B1,2/22/2024,Zhang; Weidong et al.,"['Water', 'disinfection', 'method', 'metal-ligand', 'complexes']",United States,en,water disinfection method using metal-ligand complexes
US 9888650 B1,2/22/2024,Zhang; Wei et al.,"['WATER', 'DISINFECTION', 'METHOD', 'AND', 'APPARATUS']",United States,so,water disinfection method and apparatus
US 9888067 B1,2/22/2024,Zhang; Wei et al.,"['WATER', 'DISINFECTION', 'CHAMBER', 'AND', 'SYSTEM', 'WITH', 'UVC', 'LEDs']",United States,de,water disinfection chamber and system with uvc leds
US 9888016 B1,2/22/2024,Zhang; Wei et al.,"['Water', 'apparatus']",United States,en,water disinfecting apparatus
US 9887167 B1,2/22/2024,Zhang; Wei et al.,"['WATER', 'DESALINIZATION', 'SYSTEMS', 'WITH', 'HEAT', 'COLLECTION', 'ELEMENT', 'TRACKING']",United States,de,water desalinization systems with heat collection element tracking
US 9886945 B1,2/22/2024,Zhang; Wei et al.,"['WATER', 'DESALINIZATION', 'SYSTEMS']",United States,de,water desalinization systems
US 9886645 B2,2/22/2024,Zhang; Wei et al.,"['WATER', 'DESALINIZATION', 'SYSTEMS']",United States,de,water desalinization systems
US 9885710 B2,2/22/2024,Zhang; Wei et al.,"['Water', 'desalination']",United States,it,water desalination
US 9885074 B2,2/22/2024,Zhang; Wei et al.,"['Water', 'delivery', 'filtration', 'system']",United States,en,water delivery filtration system
US 9885019 B2,2/22/2024,Zhang; Wei-Xian,"['WATER', 'DEFICIT-INDUCIBLE', 'PROMOTERS']",United States,en,water deficit-inducible promoters
US 9885018 B1,2/22/2024,Zhang; Wei-Wei et al.,"['Water', 'system', 'method']",United States,en,water decontaminating system method
US 9885004 B2,2/22/2024,Zhang; Wei,"['Water', 'motor']",United States,en,water current powered motor
US 9884996 B2,2/22/2024,Zhang; Wanjun et al.,"['Water', 'craft', 'deck', 'AFT', 'swim', 'deck', 'bulwarks']",United States,en,water craft open upper deck aft swim deck collapsible bulwarks
US 9884986 B2,2/22/2024,Zhang; Wang et al.,"['WATER', 'COOLING', 'TOWERS']",United States,en,water cooling towers
US 9884967 B1,2/22/2024,Zhang; Wang et al.,"['Water', 'tower', 'suction', 'fan']",United States,en,water cooling tower including suction fan
US 9884910 B2,2/22/2024,Zhang; Wanchun,"['Water', 'cooler/water', 'purification', 'system']",United States,en,water cooler water purification system
US 9884904 B2,2/22/2024,Zhang; Tong et al.,"['WATER', 'COOLER', 'TOWERS', 'AND', 'OTHER', 'MAN-MADE', 'AQUATIC', 'SYSTEMS', 'AS', 'ENVIRONMENTAL', 'COLLECTION', 'SYSTEMS', 'FOR', 'AGENTS', 'OF', 'CONCERN']",United States,en,water cooler towers man-made aquatic systems environmental collection systems agents concern
