Numéro,Patent Number,Inventeur/org,Date de publication,country_code,country_name,description_language,Titre,Description
375,ep0510996a1 b1,univ osaka res found jp,1992-10-28,ep,european patent office epo,en,"['recombinant', 'varicella-zoster', 'virus', 'vector.']","['present', 'invention', 'provides', 'recombinant', 'varicella-zoster', 'virus', 'prepared', 'inserting', 'least', 'one', 'kind', 'gene', 'selected', 'gene', 'group', 'hepatitis', 'b', 'virus', 'genome', 'genomic', 'dna', 'said', 'recombinant', 'virus', 'live', 'vaccine', 'containing', 'said', 'recombinant', 'virus', 'effective', 'ingredient', 'antigen', 'originating', 'said', 'recombinant', 'virus', 'diagnostic', 'agent', 'containing', 'said', 'antigen.', '...']"
376,cn1216231a,xiao jie cn,1999-05-12,cn,china,en,"['preparation', 'composition', 'active', 'engineering', 'fly', 'powder', 'beverage']","['active', 'engineering', 'fly', 'powder', 'dissolved', 'mother', 'liquor', 'solution', 'mixed', 'mother', 'liquor', 'packed', 'disinfected', 'cobalt', 'radio-pasteurizing', 'equipment', 'prepare', 'beverage.', 'beverage', 'contains', 'active', 'engineering', 'fly', 'powder', '1-15.', 'active', 'engineering', 'fly', 'powder', 'resist', 'various', 'virus', 'rich', 'nutrient', 'components', 'makes', '...']"
377,cn104498622a b,hubei xinzongke virus disease engineering technology co ltd,2015-04-08,cn,china,en,"['primers', 'probes', 'method', 'used', 'influenza', 'virus', 'typing']","['...the', 'invention', 'provides', 'set', 'specific', 'primer', 'pairs', 'specific', 'probes', 'used', 'influenza', 'virus', 'typing', 'method', 'used', 'applying', 'specific', 'primer', 'pairs', 'specific', 'probes', 'influenza', 'virus', 'typing.', 'primers', 'probes', 'and...', 'rapid', 'detection', 'early', 'diagnosis', 'important', 'subtypes', 'clinical', 'influenza', 'b', 'virus', 'influenza', 'virus.', '...']"
378,cn101314036a,univ fudan cn,2008-12-03,cn,china,en,"['genetic', 'engineering', 'polypeptide', 'vaccine', 'livestock', 'foot', 'mouth', 'disease', 'virus', 'preparation', 'method', 'thereof']","['...the', 'invention', 'belongs', 'genetic', 'engineering', 'technical', 'field', 'particular', 'engineering', 'polypeptide', 'vaccine', 'resisting', 'foot-and-mouth', 'disease', 'virus', 'domestic', 'animals.', 'polypeptide', 'vaccine', 'invention', 'takes', 'truncating', 'beta-galactosidase', 'pwr280', 'antigenic...', 'foot-and-mouth', 'disease', 'virus', 'gene', 'sequence', 'accessory', 'cell', 'stimulating', 'factors', 'chemical', 'synthesis', '...']"
379,wo2020140600a1,beijing direction biotech co ltd cn,2020-07-09,wo,world intellectual property organization wipo,fr,"['systme', 'dadministration', 'de', 'mdicament', 'ciblant', 'la', 'mise', 'au', 'point', '', 'barrire', 'croise', 'systme', 'de', 'support', 'et', 'systme', 'de', 'cellules', 'htes']","['...', 'un', 'systme', 'de', 'cellules', 'htes.', 'le', 'systme', 'dadministration', 'de', 'mdicament', 'comprend', 'des', 'particules', 'de', 'type', 'virus', '', 'barrire', 'croise', 'et', 'des', 'particules', 'de', 'type', 'virus', 'ciblant', 'la', 'mise', 'au', 'point', 'les', 'particules', 'de', 'type', 'virus', '', 'barrire', 'croise', 'transportant...', 'ciblage', 'de', 'mise', 'au', 'point', 'et', 'les', 'particules', 'de', 'type', 'virus', '', 'barrire', 'croise', 'et', 'les', 'particules', 'de', 'type', 'virus', '...']"
380,us10221398b2 a1,c3j therapeutics inc us,2019-03-05,us,united states of america,en,"['compositions', 'methods', 'vitro', 'viral', 'genome', 'engineering']","['...the', 'present', 'disclosure', 'relates', 'method', 'vitro', 'engineering', 'nucleic', 'acids.', 'disclosure', 'relates', 'vitro', 'engineering', 'viral', 'genomes', 'improvement', 'viral', 'properties', 'vitro', 'genomic', 'engineering', 'viral', 'genomes...', 'recombinant', 'genome.', 'method', 'also', 'related', 'vitro', 'engineering', 'error', 'correction', 'nucleic', 'acids.', '...']"
381,cn1283788c a,harbin inst of veterinarian ch cn,2006-11-08,cn,china,en,"['recombination', 'pseudorabies', 'virus', 'expressing', 'pig', 'breeding', 'respiration', 'comproehensive', 'oyndrome', 'virus', 'application']","['...a', 'recombinant', 'herpe', 'sviridae-alphaherpesviridae-varicellovirus-', 'pseudoralies', 'virus', 'cctcc', 'no.v200307', 'expressing', 'hog', 'reproduction', 'respiration', 'syndrome', 'virus...', 'used', 'genetically', 'engineering', 'label', 'vaccine', 'prevent', 'said', 'gps.', '...']"
382,cn101293099a b,univ xiamen cn,2008-10-29,cn,china,en,"['polypeptide', 'vaccine', 'resisting', 'multiple', 'hypotype', 'avian', 'influenza', 'viruses', 'preparation', 'method', 'thereof']","['...the', 'invention', 'discloses', 'anti-multi-subtype', 'avian', 'influenza', 'virus', 'peptide', 'vaccine', 'preparation', 'method', 'thereof', 'relates...', 'form', 'virus-like', 'particles', 'avian', 'influenza', 'virus', 'm2e', 'epitope', 'effectively', 'presented', 'surfaces', 'virus-like', 'particles', 'thus', 'constituting', 'amino', 'acid', 'sequence', 'subunit', 'virus-like', 'particles', 'coding', '...']"
383,cn117467705a,chongqing prec biotech co ltd,2024-01-30,cn,china,en,"['efficient', 'baev', 'envelope', 'virus', 'packaging', 'method']","['invention', 'provides', 'efficient', 'baev', 'envelope', 'virus', 'packaging', 'method', 'envelope', 'glycoprotein', 'used', 'method', 'pseudovirus', 'particles', 'packaged...']"
384,cn112353939a b,lanzhou veterinary res inst caas,2021-02-12,cn,china,en,"['application', 'gtpbp4', 'protein', 'immunosuppressant', 'construction', 'knockdown', 'overexpression', 'gtpbp4', 'cell', 'line']","['...', 'ifn-beta', 'promoter', 'induced', 'sev', 'sendai', 'virus', 'mrna', 'expression', 'ifn', 'beta', 'downstream', 'genes', 'of...', 'used', 'preparing', 'medicines', 'pharmaceutical', 'compositions', 'vaccine', 'compositions', 'preventing', 'treating', 'virus', 'infection', 'small', 'ribonucleic', 'acid', 'viruses.', '...']"
385,cn108484736a,univ sichuan agricultural,2018-09-04,cn,china,en,"['method', 'expressing', 'truncated', 'non-structural', 'protein', 'ns2a', 'tembusu', 'virus', 'product', 'application', 'thereof']","['...the', 'invention', 'relates', 'method', 'expressing', 'truncated', 'non-structural', 'protein', 'ns2a', 'tembusu', 'virus', 'product...', 'high', 'sensitivity', 'used', 'detection', 'truncated', 'non-structural', 'protein', 'ns2a', 'tembusu', 'virus', 'detection', 'localizationchange', 'non-structural', 'protein', 'ns2a', 'tembusu', 'virus', 'cells', 'different', 'stages', 'thus', 'method', 'important', 'study', 'tembusu', 'virus.', '...']"
386,cn111533811a b,suzhou shinuo biotechnology co ltd,2020-08-14,cn,china,en,"['novel', 'genetic', 'engineering', 'vaccine', 'avian', 'encephalomyelitis', 'virus']","['...the', 'invention', 'discloses', 'novel', 'genetic', 'engineering', 'vaccine', 'avian', 'encephalomyelitis', 'virus.', 'novel', 'genetic', 'engineering', 'vaccine', 'comprises', 'a...', 'withstand', 'virulent', 'virus', 'eliminate', 'virus', 'moreover', 'vaccine', 'prepared', 'large', 'scale', '...']"
387,cn114438113a,guangdong academy of agricultural sciences inst of animal health,2022-05-06,cn,china,en,"['recombinant', 'rabies', 'virus', 'glycoprotein', 'lactococcus', 'lactis', 'vector', 'well', 'construction', 'method', 'application', 'thereof']","['...the', 'invention', 'belongs', 'technical', 'field', 'genetic', 'engineering', 'particularly', 'relates', 'recombinant', 'rabies', 'virus', 'glycoprotein', 'lactococcus', 'lactis', 'vector', 'well', 'construction', 'method', 'application', 'thereof', 'aims', 'express', 'rabies', 'virus', 'g', 'protein', 'lactococcus', 'lactis...', 'transmembrane', 'expression', 'system', 'development', 'novel', 'rabies', 'virus', 'oral', 'genetic', 'engineering', 'vaccines.', '...']"
388,de10105420a1 b4,haeupl thomas de,2002-08-14,de,germany,en,"['vitro', 'zellinteraktionskultursystem', 'fr', 'medikamententestung', 'und', '-entwicklung']","['...', 'tissue', 'engineering.', 'said', 'culture', 'system', 'used', 'study', 'effect', 'biological', 'chemical', 'substances', 'biomaterials', 'mechanical-physical...']"
389,cn104056254a,saide pharmaceutical co ltd,2014-09-24,cn,china,en,"['composition', 'reducing', 'recurrence', 'rate', 'hepatitis', 'patients']","['...', 'obtained', 'virus-induced', 'leukocytes.', 'additionally', '48-week', 'clinical', 'trial', 'verifies', 'interferon', 'composition', 'taken', 'for...']"
390,cn110279855a b,suzhou shinuo biotechnology co ltd,2019-09-27,cn,china,en,"['novel', 'genetic', 'engineering', 'vaccine', 'porcine', 'seneca', 'virus', 'well', 'preparation', 'method', 'application', 'novel', 'genetic', 'engineering', 'vaccine']","['invention', 'discloses', 'immunological', 'composition', 'comprises', 'porcine', 'seneca', 'virus', 'structural', 'protein', 'vp3', 'vp1', 'proteins', 'well', 'porcine', 'seneca', 'virus', 'structural', 'protein', 'vp2', 'andor', 'vp4', 'protein.', 'immunological', 'composition', 'comprise', 'porcine', 'seneca', 'virus', 'structural', 'protein', 'vp0.', 'immunological', 'composition', 'used', 'preparing', 'novel', 'genetic', 'engineering', 'subunit', 'vaccine', 'porcine', '...']"
391,ep0517292a1 b1,solvay be,1992-12-09,ep,european patent office epo,fr,"['virus', 'de', 'lavipox', 'recombinant.']","['...linvention', 'concerne', 'un', 'virus', 'de', 'lavipox', 'recombinant', 'driv', 'dune', 'souche', 'attnue', 'de', 'virus', 'davipox', 'et', 'comportant...une', 'protine', 'htrologue', 'au', 'virus', 'de', 'lavipox', 'la', 'partie', 'non', 'essentielle', 'du', 'gnome', 'tant', 'constitue', 'par', 'une', 'rgion', 'intergnique...', 'ce', 'virus', 'les', 'vaccins', 'contenant', 'ce', 'virus', 'de', 'lavipox', 'recombinant', 'et', 'lutilisation', 'de', 'ce', 'virus', 'comme', 'vecteur', 'capable', '...']"
392,ep0308724a2 a3b1,clinical biotechnologies inc us,1989-03-29,ep,european patent office epo,en,"['utilisation', 'dune', 'substance', 'biologique', 'immunostimulante', 'pour', 'lobtention', 'dun', 'medicament', 'pour', 'le', 'traitement', 'du', 'virus', 'de', 'limmunodficience', 'acquise.']","['method', 'provided', 'inhibiting', 'replication', 'human', 'immunodeficiency', 'virus', 'hiv', 'etiologic', 'agent', 'responsible', 'aids.', 'method', 'involves', 'contacting', 'cells', 'infected', 'hiv', 'virus', 'non-toxic', 'immunostimulating', 'biologic', 'presence', 'white', 'blood', '...']"
393,cn1396178a,yanghui biotechnology co ltd c cn,2003-02-12,cn,china,en,"['engineered', 'polypeptide', 'resisting', 'infection', 'coated', 'virus', 'hepatitis', 'b', 'virus', 'preparing', 'process']","['antivirus', 'engineered', 'polypeptide', 'composed', 'polypeptide', 'able', 'specifically', 'bind', 'coated', 'virus', 'antigen', 'receptor', 'the...']"
394,cn1146661c a,inst of virology chinese acade cn,2004-04-21,cn,china,en,"['morbillivirus', 'l4', 'strain', 'hemagglutinin', 'gene']","['...', 'expressed', 'recombinant', 'vaccinia', 'virus', 'tiantan', 'strain', 'carrier', 'produce', 'high', 'titer', 'hemagglutination', 'inhibition', 'antibody', 'immunized.', 'present', 'invention', 'may', 'used', 'research', 'development', 'morbillivirus', 'biology', 'molecular', 'biology', 'gene', 'engineering', 'morbilli', 'vaccine.', '...']"
395,cn106866797a,univ china agricultural,2017-06-20,cn,china,en,"['specific', 'antigen', 'epitope', 'avian', 'leukosis', 'virus', 'subgroup', 'j', 'fusion', 'protein', 'specific', 'antibody', 'application', 'thereof']","['...', 'virus', 'subgroup', 'j', 'fusion', 'protein', 'specific', 'antibody', 'application', 'thereof.', 'amino', 'acid', 'sequence', 'specific', 'antigen', 'epitope', 'avian', 'leukosis', 'virus', 'subgroup', 'j', 'shown', 'seq', 'id', '1.', 'experiments', 'show', 'antigen...', 'specifically', 'recognize', 'avian', 'leukosis', 'virus', 'subgroup', 'j.', 'fusion', 'protein', 'prepared', 'vaccine', '...']"
396,cn101716340a,wuhan cusabio engineering co l,2010-06-02,cn,china,en,"['establishment', 'method', 'preparing', 'recombinant', 'protein', 'vaccine', 'type', 'h1n1', 'influenza', 'virus']","['...', '.', 'method', 'ha', 'gene', 'cdna', 'sequence', 'type', 'h1n1', 'california', 'virus', 'strain', 'acalifornia...', 'immune', 'organisms', 'protective', 'effect', 'h1n1', 'virus', 'achieved.', '...']"
397,cn101173290a b,yuexi li cn,2008-05-07,cn,china,en,"['chemically', 'synthesized', 'hsv1', 'virus', 'gb', 'glucoprotein', 'extracellular', 'region', 'gene', 'fragment', 'representation', 'application']","['...the', 'invention', 'discloses', 'gene', 'fragment', 'extracellular', 'region', 'virus', 'hsv1', 'gb', 'glycoprotein', 'chemosynthesis', 'expression', 'application', 'belonging', 'technical', 'field', 'genetic', 'engineering', 'vaccine', 'diagnostic', 'reagent.', 'computer', 'analysis', 'invention', 'screens', 'out...', 'virus', 'hsv1', 'gb', 'glycoprotein', 'expressed', 'used', 'vaccine', 'virus', 'hsv1', 'antigen', 'antibody', 'detection', 'immunizationpreparation', 'mono-and', 'poly-clonal', 'antibodies', 'anti-hsv1.', '...']"
398,ep0677114a1 a4b1,syntro corp us,1995-10-18,ep,european patent office epo,fr,"['virus', 'de', 'la', 'variole', 'porcine', 'de', 'recombinaison.']","['aucun', 'abrg', 'disponible']"
399,cn106188248a,lanzhou yahua biological tech co ltd,2016-12-07,cn,china,en,"['preparation', 'method', 'eb', 'epstein-barr', 'virus', 'antigen', 'quick', 'detection', 'kit', 'detecting', 'eb', 'virus', 'antibody', 'prepared', 'antigen']","['...the', 'invention', 'relates', 'eb', 'virus', 'gene', 'engineering', 'artificial', 'expression', 'antigen', 'method', 'preparing', 'antigen.', 'the...', 'using', 'eb', 'virus', 'capsid', 'proteantigen.', 'invention', 'also', 'relates', 'quick', 'detection', 'kit', 'eb', 'virus', 'antibody', 'detection...', 'preparing', 'antigen', 'method', 'quickly', 'detecting', 'eb', 'virus', 'antibody', 'kit', 'quickly', 'detecting', 'eb', 'virus', 'antibody.', '...']"
400,cn101717785a b,univ chongqing,2010-06-02,cn,china,en,"['method', 'obtaining', 'high', 'antiviral', 'potato', 'plant', 'gene', 'engineering', 'technology']","['...the', 'invention', 'discloses', 'method', 'obtaining', 'high-antiviral', 'potato', 'plant', 'gene', 'engineering', 'technology', 'comprises', 'the...', 'characteristic', 'thereof', 'virus', 'tmv', 'tom', 'like', 'method', 'uses', 'characteristic', 'tomato', 'potato', 'nearer', 'genetic', 'relationship', 'adopts', 'gene', 'engineering', 'technology', 'transform', 'tm-22', 'gene', '...']"
401,cn102382803a,wuhan inst virology cas,2012-03-21,cn,china,en,"['construction', 'method', 'novel', 'gene', 'engineering', 'recombinant', 'virus', 'expressing', 'gp64', 'gene']","['invention', 'relates', 'method', 'implementing', 'gene', 'engineering', 'genetic', 'improvement', 'gp64-free', 'baculovirus', 'genome', 'using', 'bac-to-bac', 'system.', 'method', 'comprises', 'construction', 'recombinant', 'virus', 'amplification', 'recombinant', 'virus', 'polyhedrosis', 'biological', 'assay', 'recombinant', 'virus', 'according', 'construction', 'strategy', 'gp64', 'gene', 'controlled', '...']"
402,ep0463848a2 a3,univ osaka res found jp,1992-01-02,ep,european patent office epo,en,"['particules', 'du', 'virus', 'de', 'lhpatite', 'non-a', 'non-b.']","['disclosed', 'isolated', 'non-a', 'non-b', 'hepatitis', 'virus', 'particle', 'comprising', 'least', 'one', 'antigen', 'selected', 'group', 'consisting', 'core', 'antigen', 'matrix', 'antigen', 'envelope', 'antigen', 'non-a', 'non-b', 'hepatitis', 'virus', 'method', 'efficiently', 'producing', 'genetic', 'engineering.', 'non-a', 'non-b', 'hepatitis', 'virus', 'particle', '...']"
403,cn1185341c a,zhejiang zhongqi biolog pharma cn,2005-01-19,cn,china,en,"['method', 'preparing', 'medicine', 'using', 'silkworm', 'expressed', 'human', 'beta', 'interferon']","['...the', 'invention', 'refers', 'method', 'using', 'bacilliform', 'reformed', 'virus', 'human', 'beta-interferon', 'gene', 'infect', 'the...', 'following', 'utilize', 'silkworm', 'bacilliform', 'virus-expressing', 'system', 'reform', 'human', 'beta-interferon', 'gene', 'obtaining', 'reformed', 'virus', 'inoculate', 'silkworm', 'grub', 'chrysalis', 'reformed', 'virus', 'expression', 'separation', 'purification', 'refrigeration', 'desiccation', 'make', '...']"
404,cn110327462a,univ dalian minzu,2019-10-15,cn,china,en,"['liposome', 'vaccine', 'preparation', 'method', 'thereof']","['...', 'virus', 'vaccines.', 'main', 'technical', 'scheme', 'follows', 'preparation', 'method', 'liposome', 'vaccine', 'comprises', 'following', 'steps', 'extracting', 'virus', 'antigen', 'epitope', 'information', 'selecting', 'transmembrane', 'sequence', 'virus', 'envelope', 'protein', 'selecting', 'transmembrane', 'sequence', 'of...', 'gene', 'form', 'gene', 'engineering', 'technology', 'expressing', 'tandem', 'virus', 'epitope', 'protein', 'transmembrane', 'sequence', 'using', '...']"
405,cn214209201u,,2021-09-17,cn,china,zh-cn,[''],['']
406,wo2023055255a1,federalnoe biudzhetnoe uchrezhdenie nauki tsentralnyi nauchno issledovatelskii inst epidemiologii fe ru,2023-04-06,wo,world intellectual property organization wipo,fr,"['systme', 'crispr-cas14', 'pour', 'rvler', 'larn', 'du', 'virus', 'sars-cov-2', '', 'des', 'concentrations', 'ultra-basses']","['...', 'et', 'des', 'oligonuclotides', 'spcifiques', 'pour', 'lamplification', 'pralable', 'dune', 'section', 'fortement', 'conservatrice', 'du', 'gnome', 'du', 'virus', 'sars-cov-2.', 'linvention', 'permet', 'de', 'rvler', 'efficacement', 'ladn', 'du', 'virus', 'sars-cov-2', 'aprs', 'avoir', 'effectu', 'une', 'amplification', 'spcifique', 'dun', 'fragment', 'du', 'gnome', 'de', 'ce', 'virus.', 'linvention', 'permet', 'de', 'rvler', 'des', 'copies', 'unitaires', 'de', 'larn', 'du', 'virus', 'sars-cov-2.', '...']"
407,cn106834348a b,univ northwest af,2017-06-13,cn,china,en,"['fluorescently-labeled', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', 'building', 'method', 'application', 'thereof']","['...the', 'invention', 'provides', 'fluorescently-labeled', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', 'building', 'method', 'application', 'thereof', 'belongs', 'technical', 'field', 'gene', 'engineering.', 'building', 'method', 'characterized', 'fluorescence', 'labeling', 'expression', 'box...', 'fluorescently-labeled', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', 'connection', 'site', 'located', 'downstream', 'n', '...']"
